image_id,breed
84614e40b8,thamnophis-sirtalis
a7723f7ef4,pituophis-catenifer
1d8ea15457,lampropeltis-triangulum
a487c28099,crotalus-atrox
7240b699f4,diadophis-punctatus
8a759fc288,thamnophis-sirtalis
13b138dcc4,nerodia-sipedon
f7be9664a7,lampropeltis-triangulum
641a4f65bc,opheodrys-aestivus
bd4f7d349e,pantherophis-obsoletus
000e2d0a91,crotalus-atrox
ce502ba8a0,crotalus-atrox
97d93358ab,lampropeltis-triangulum
46f9560c99,pituophis-catenifer
5888a3e522,agkistrodon-contortrix
84d4a08b93,opheodrys-aestivus
8293286f7c,storeria-dekayi
4c01b5b8ba,thamnophis-sirtalis
13854590ea,pituophis-catenifer
1a019b53b3,pantherophis-obsoletus
7f2637a665,pituophis-catenifer
46d28d1bf2,pantherophis-vulpinus
ba4c35ebf2,storeria-dekayi
c4476648be,storeria-dekayi
0e8f2965b4,crotalus-atrox
e4bcba036b,nerodia-sipedon
dc6f3721ba,lampropeltis-triangulum
e9b8444822,lampropeltis-californiae
02eda2c865,pituophis-catenifer
32edd9e217,pituophis-catenifer
0a23c6dbed,pantherophis-obsoletus
0138d2cb1a,thamnophis-marcianus
a265b17556,thamnophis-sirtalis
5360e19610,crotalus-atrox
6929c425fd,pantherophis-obsoletus
d1006244a6,nerodia-sipedon
561e39734f,thamnophis-sirtalis
8f31a0a689,pituophis-catenifer
7012d40d2f,nerodia-sipedon
7a35c857bc,diadophis-punctatus
f77e1aa99f,thamnophis-sirtalis
75252599b9,lampropeltis-californiae
4af6d73d49,storeria-dekayi
cd7d579dab,pantherophis-obsoletus
7b0ad73599,crotalus-atrox
34b33a11fa,pantherophis-obsoletus
3170f538d1,nerodia-sipedon
8586ab31a9,thamnophis-sirtalis
08acf2e47d,nerodia-fasciata
b1286d3868,storeria-dekayi
2d0f08fa36,crotalus-atrox
a0b9ba917f,nerodia-erythrogaster
f40abd0edf,nerodia-erythrogaster
3bd72284b8,diadophis-punctatus
8b5cd0f884,crotalus-atrox
f8e59232c8,pantherophis-obsoletus
572c5c3520,pantherophis-vulpinus
957c00b573,crotalus-atrox
93e591cb23,pantherophis-obsoletus
68a603b39d,crotalus-atrox
4f472510f3,lampropeltis-triangulum
d6884444ae,crotalus-horridus
c0fa7df5de,pantherophis-obsoletus
